_key,_id,_rev,supplierID,name,phone,email,address
08fcd5f7-cc4a-4efe-a530-3ecb75d55789,Suppliers/08fcd5f7-cc4a-4efe-a530-3ecb75d55789,_g1-qaUe---,S00013,路傑克,(00) 19883012,jinxia@example.net,65804 新營迴龍路8段75號之8
f6cb0929-b38c-47b9-a3b6-9f9d4a786565,Suppliers/f6cb0929-b38c-47b9-a3b6-9f9d4a786565,_g1-qaUi---,S00014,安冠霖,0939348460,jinglu@example.org,609 中和縣永寧巷84號7樓
5ad0b062-1ab8-4d4d-ae10-96978966bdb8,Suppliers/5ad0b062-1ab8-4d4d-ae10-96978966bdb8,_g1-qaUu---,S00015,施惠雯,(03) 36593193,min66@example.org,20597 鳳山育英巷5號5樓
f7253116-a485-4a7d-9cc4-aa63eec7dd5c,Suppliers/f7253116-a485-4a7d-9cc4-aa63eec7dd5c,_g1-qaU2---,S00016,羅佳慧,00-53147829,xia38@example.com,257 員林大仁巷244號之9
48b3a751-c022-4619-98d2-3a70bced54bb,Suppliers/48b3a751-c022-4619-98d2-3a70bced54bb,_g1-qaV----,S00017,黃冠霖,(07) 25274912,kongjie@example.org,95160 台東市復興巷8號之5
30a049b9-f53d-426c-9adb-3a73697a7161,Suppliers/30a049b9-f53d-426c-9adb-3a73697a7161,_g1-qaVC---,S00018,楊雅慧,0965799575,wlai@example.com,785 宜蘭市光明路423號8樓
c54c69ae-ff07-4bb5-997a-67e3284d7a11,Suppliers/c54c69ae-ff07-4bb5-997a-67e3284d7a11,_g1-qaVK---,S00019,王馨儀,0980380159,qcui@example.com,96354 彰化縣成功街21號之6
a25a3531-54b9-42f1-995a-e23f517dc078,Suppliers/a25a3531-54b9-42f1-995a-e23f517dc078,_g1-qaVO---,S00020,郭飛,04 9467392,xufang@example.net,83420 桃園雙連路5段6號之6
f59fca95-0e9b-4b94-861c-ad5ae3ce5c81,Suppliers/f59fca95-0e9b-4b94-861c-ad5ae3ce5c81,_g1-qaVW---,S00021,張怡如,09 3302833,kkang@example.org,55674 卑南關渡路308號之4
1d500de3-0ad9-4743-85e7-a6f71a48774a,Suppliers/1d500de3-0ad9-4743-85e7-a6f71a48774a,_g1-qaVa---,S00022,程婷婷,0951-298610,houxiulan@example.net,101 宜蘭關渡路5號之6
73c35efd-2b8d-4094-b3d7-fa79600e4f6f,Suppliers/73c35efd-2b8d-4094-b3d7-fa79600e4f6f,_g1-qaVi---,S00023,潘佩珊,0962-558529,qiang17@example.org,417 楊梅景美巷26號之7
693dcf98-7f6c-480d-a4d0-afded23ab4f0,Suppliers/693dcf98-7f6c-480d-a4d0-afded23ab4f0,_g1-qaVq---,S00024,易怡如,00 3867136,xiulan47@example.net,71827 北斗市太平路4段353號之6
6368fcce-97a7-43fb-9819-8cd729ad60da,Suppliers/6368fcce-97a7-43fb-9819-8cd729ad60da,_g1-qaVu---,S00025,林懿,(00) 64004617,zhangjing@example.net,72599 台中淡水路2段320號之0
44eceed1-4b15-4ce0-83cc-c33d070db6d2,Suppliers/44eceed1-4b15-4ce0-83cc-c33d070db6d2,_g1-qaV2---,S00026,韓婉婷,0934417905,taopan@example.net,45900 屏東縣景美巷430號之9
ebe2f851-33f8-41e4-9097-e4602dfb015b,Suppliers/ebe2f851-33f8-41e4-9097-e4602dfb015b,_g1-qaV6---,S00027,徐彥廷,020 29262048,dkang@example.org,17888 澎湖天母路1段8號之8
8869cd78-cbdc-4146-856b-83a16d9c6c29,Suppliers/8869cd78-cbdc-4146-856b-83a16d9c6c29,_g1-qaWC---,S00028,蕭雅婷,04-15349476,minpeng@example.com,741 雲林市象山路346號之1
6695888c-e0dc-4839-b234-d4f7aaeb8d67,Suppliers/6695888c-e0dc-4839-b234-d4f7aaeb8d67,_g1-qaWG---,S00029,陳郁雯,(09) 52147897,yuanna@example.com,71227 彰化中正街4號0樓
946d2d76-589a-4067-9e81-8a1767a1e766,Suppliers/946d2d76-589a-4067-9e81-8a1767a1e766,_g1-qaWO---,S00030,鄧慧君,04 3220565,ganghu@example.com,86026 嘉義芝山街2號之9
f6756e60-8173-4034-8552-22d16a877bd8,Suppliers/f6756e60-8173-4034-8552-22d16a877bd8,_g1-qaWS---,S00031,姚婷婷,(06) 13011516,mingluo@example.org,78101 苗栗古亭巷8段70號之3
d16ddd2a-041c-4dfd-b4e4-6ecdb76cda18,Suppliers/d16ddd2a-041c-4dfd-b4e4-6ecdb76cda18,_g1-qaWa---,S00032,李中山,0925416758,juantao@example.org,25828 三重民富街19號之4
06ca9e56-4399-45d2-9a21-dc1c30ce1841,Suppliers/06ca9e56-4399-45d2-9a21-dc1c30ce1841,_g1-qaWm---,S00033,廖淑娟,03-9086949,ping31@example.net,75146 永和縣自由路5號7樓
8fb6990e-0adc-49ad-9abb-4ed967c8ee8b,Suppliers/8fb6990e-0adc-49ad-9abb-4ed967c8ee8b,_g1-qaWq---,S00034,陳冠霖,(07) 42904848,min76@example.net,77957 太保大安巷123號3樓
dd5f5c31-7146-479b-a760-57bd86d71758,Suppliers/dd5f5c31-7146-479b-a760-57bd86d71758,_g1-qaWy---,S00035,楊宜君,02-7023808,xiuying43@example.org,39795 鳳山小碧潭巷595號之2
cf5deaa2-f76e-4b97-81ae-a6cc80e1ee6d,Suppliers/cf5deaa2-f76e-4b97-81ae-a6cc80e1ee6d,_g1-qaW2---,S00036,孫宇軒,05 2969205,gang23@example.org,946 宜蘭大安街9號之9
5b18e9f4-d05e-46d1-97ce-486b2fd8ddc4,Suppliers/5b18e9f4-d05e-46d1-97ce-486b2fd8ddc4,_g1-qaW6---,S00037,毛志豪,0906206045,ofang@example.org,206 新營縣民享巷4號之7
7d3475d3-e0e7-4857-b850-63f9a6d777c0,Suppliers/7d3475d3-e0e7-4857-b850-63f9a6d777c0,_g1-qaXC---,S00038,白飛,0904-561820,mingmo@example.org,934 竹北士林路574號之1
2d0e5a59-ca1b-43fd-9ba5-0a71a46eecd9,Suppliers/2d0e5a59-ca1b-43fd-9ba5-0a71a46eecd9,_g1-qaXG---,S00039,馬佳慧,0959-107572,xiuying52@example.org,24678 蘆洲莒光路99號5樓
a1b1d4d9-be6f-435e-9f32-079329d0d5ad,Suppliers/a1b1d4d9-be6f-435e-9f32-079329d0d5ad,_g1-qaXO---,S00040,蔣懿,(00) 93142261,dingna@example.org,448 太保天母巷775號0樓
9d22d960-93ba-43d3-95e1-0fa7f9767046,Suppliers/9d22d960-93ba-43d3-95e1-0fa7f9767046,_g1-qaXS---,S00041,陳飛,02-97698505,li92@example.org,784 中壢公園路2號2樓
c65193bb-b248-4dcf-a279-f8f4019a71ee,Suppliers/c65193bb-b248-4dcf-a279-f8f4019a71ee,_g1-qaXa---,S00042,蔣慧君,(02) 72127682,sujing@example.org,72319 台東縣新生街22號8樓
30b8eead-ae25-4f7b-90d4-717a7cf7685d,Suppliers/30b8eead-ae25-4f7b-90d4-717a7cf7685d,_g1-qaXi---,S00043,黃庭瑋,03 5892980,jinglai@example.com,389 頭份迴龍路471號之5
18225406-a3c6-493a-bbec-a5ba89b2895e,Suppliers/18225406-a3c6-493a-bbec-a5ba89b2895e,_g1-qaXq---,S00044,張沖,03 7907876,idong@example.net,377 苗栗三民街5號5樓
dd57b629-b8c3-4580-86e9-c21e50ac8a10,Suppliers/dd57b629-b8c3-4580-86e9-c21e50ac8a10,_g1-qaXy---,S00045,佘承翰,039 14123226,wutao@example.net,26944 北斗平和路7段1號之2
fe8eb3d4-1c99-47ce-b393-c49a7e0e1571,Suppliers/fe8eb3d4-1c99-47ce-b393-c49a7e0e1571,_g1-qaX6---,S00046,王筱涵,0945-343854,yong15@example.net,187 汐止縣象山街8段59號之5
dae9a331-4177-41f3-b0eb-1b6ce538c8b7,Suppliers/dae9a331-4177-41f3-b0eb-1b6ce538c8b7,_g1-qaYC---,S00047,王家銘,0981510885,gding@example.org,198 鳳山大坪巷398號之0
0eaf35c7-1ab8-48c5-b239-7f1006968fe6,Suppliers/0eaf35c7-1ab8-48c5-b239-7f1006968fe6,_g1-qaYK---,S00048,安依婷,0994293826,fang20@example.org,634 員林市自立巷88號之8
c3a5b008-ac34-4f1f-98c4-0c25f249b6a3,Suppliers/c3a5b008-ac34-4f1f-98c4-0c25f249b6a3,_g1-qaYS---,S00049,劉宗翰,05-75896205,fsun@example.org,88775 北斗大仁巷1段944號2樓
469820f0-7a9d-4731-a9df-123c76fea322,Suppliers/469820f0-7a9d-4731-a9df-123c76fea322,_g1-qaYa---,S00050,齊柏翰,0986739488,fmeng@example.net,41302 新北建國街4號7樓
aebfc46c-d331-4237-8225-a9ecd0a3d831,Suppliers/aebfc46c-d331-4237-8225-a9ecd0a3d831,_g1-qaYi---,S00051,趙冠霖,04-8183534,songna@example.org,23571 中壢北投街8號0樓
f1b9181b-e692-4e7d-83db-357c69c7a6aa,Suppliers/f1b9181b-e692-4e7d-83db-357c69c7a6aa,_g1-qaYm---,S00052,仲怡伶,006 98507219,zhouguiying@example.net,69764 台中縣民有巷837號之0
10d252f1-329e-4ca9-b3e1-105667eff26c,Suppliers/10d252f1-329e-4ca9-b3e1-105667eff26c,_g1-qaYu---,S00053,周俊宏,064 65673027,li97@example.com,674 蘆竹文山巷8段7號7樓
b169ea15-34f7-4bcd-8615-e73e8f4e33c9,Suppliers/b169ea15-34f7-4bcd-8615-e73e8f4e33c9,_g1-qaY2---,S00054,雷志豪,033 56120043,gangxiao@example.org,285 太保四維巷337號之1
4ed1ca08-a3ef-4831-8654-3cbc6e5431b1,Suppliers/4ed1ca08-a3ef-4831-8654-3cbc6e5431b1,_g1-qaY6---,S00055,王嘉玲,0961323577,gxiao@example.net,901 新營縣民生路83號之1
d0872fb2-c22e-4888-bcd2-d5aaa2a7c647,Suppliers/d0872fb2-c22e-4888-bcd2-d5aaa2a7c647,_g1-qaZC---,S00056,郭淑華,05-15205629,huxiulan@example.com,864 太保縣育英路599號之9
a7718ae2-e228-42ef-bf94-fbae5736c9ef,Suppliers/a7718ae2-e228-42ef-bf94-fbae5736c9ef,_g1-qaZG---,S00057,謝懿,08-8270944,mxie@example.org,977 基隆大橋頭巷9號6樓
6eeee788-391e-4474-8364-fcba798f2f8d,Suppliers/6eeee788-391e-4474-8364-fcba798f2f8d,_g1-qaZO---,S00058,劉宇軒,051 17609678,kongyang@example.org,101 中壢縣公園街5段39號之2
97c19b3c-a3c9-4d4c-90ac-7fd712156283,Suppliers/97c19b3c-a3c9-4d4c-90ac-7fd712156283,_g1-qaZS---,S00059,周怡萱,08 3512137,rmao@example.com,78081 金門市興街6號之9
2f3195e4-0226-43f1-ac54-870299257046,Suppliers/2f3195e4-0226-43f1-ac54-870299257046,_g1-qaZa---,S00060,張雅惠,06-8122608,weizhong@example.net,66456 屏東市劍潭街8段92號3樓
4bca7e5a-0e82-42c3-a918-192ab05c141d,Suppliers/4bca7e5a-0e82-42c3-a918-192ab05c141d,_g1-qaZe---,S00061,張佳蓉,08-3084882,junwu@example.com,67889 古坑忠義巷8段27號之1
9f9de9f8-6edb-45ec-80f1-6366446349e3,Suppliers/9f9de9f8-6edb-45ec-80f1-6366446349e3,_g1-qaZm---,S00062,顧信宏,0973574406,junhao@example.com,75477 新營北投路6段4號5樓
b0ed4ba7-ff04-4dcb-acea-20634f297872,Suppliers/b0ed4ba7-ff04-4dcb-acea-20634f297872,_g1-qaZu---,S00063,張佩珊,02-8508971,nli@example.com,33833 員林市土城巷333號之6
9cfbc78e-575f-40c7-9103-555ba2e41e35,Suppliers/9cfbc78e-575f-40c7-9103-555ba2e41e35,_g1-qaZ2---,S00064,周柏翰,040 35083852,xiulanshen@example.net,700 關山縣小碧潭路80號6樓
f2b10aa2-bb31-405d-9c42-666792077681,Suppliers/f2b10aa2-bb31-405d-9c42-666792077681,_g1-qaZ6---,S00065,聶雅萍,065 61275689,yangxiang@example.net,26714 三重龍山寺巷31號之7
88620b85-f32f-47c4-afcf-fd67746a9758,Suppliers/88620b85-f32f-47c4-afcf-fd67746a9758,_g1-qaaC---,S00066,趙淑娟,0982522421,dshen@example.org,39230 中和市光華巷7號9樓
c3321ce1-b049-489c-8e95-27bf4f01812b,Suppliers/c3321ce1-b049-489c-8e95-27bf4f01812b,_g1-qaaK---,S00067,王冠廷,0975-891761,zhuyang@example.org,54528 頭份民享巷7段36號5樓
734ed4f6-dd49-42d8-8300-84843c9f16d6,Suppliers/734ed4f6-dd49-42d8-8300-84843c9f16d6,_g1-qaaO---,S00068,李美琪,01-5407488,ming11@example.net,64017 新竹縣芝山路221號之4
53cf02d1-561d-4d4e-9ed4-ad3e9de23ddb,Suppliers/53cf02d1-561d-4d4e-9ed4-ad3e9de23ddb,_g1-qaaW---,S00069,蕭雅玲,0945-254629,weixia@example.com,406 關山關渡路159號7樓
812664a9-5b84-4b6b-bad4-56177486e09c,Suppliers/812664a9-5b84-4b6b-bad4-56177486e09c,_g1-qaae---,S00070,孔雅萍,096 38934937,rlin@example.net,82229 太保市三民路59號8樓
2a7d32b9-f679-48f6-b118-ae902bef3c5e,Suppliers/2a7d32b9-f679-48f6-b118-ae902bef3c5e,_g1-qaai---,S00071,張依婷,(07) 88104638,qzeng@example.com,639 關山縣長春路6號0樓
542a4c14-ee03-4b50-9710-d4b55d091f55,Suppliers/542a4c14-ee03-4b50-9710-d4b55d091f55,_g1-qaaq---,S00072,高雅芳,0953-786446,xiulanyang@example.net,660 汐止市中興街6號之2
ab36de5f-8ec5-4d5d-a9c6-d01793b799ab,Suppliers/ab36de5f-8ec5-4d5d-a9c6-d01793b799ab,_g1-qaau---,S00073,蘇哲瑋,064 75761611,xpeng@example.net,23114 白沙市永寧路60號9樓
b2138fc0-22f1-41e1-9dd5-0f895a25693e,Suppliers/b2138fc0-22f1-41e1-9dd5-0f895a25693e,_g1-qaay---,S00074,王俊傑,07-9024404,odeng@example.net,783 牡丹景美街418號之2
4a730aa2-daae-47db-ac5f-6ca34388fbf9,Suppliers/4a730aa2-daae-47db-ac5f-6ca34388fbf9,_g1-qaa6---,S00075,李詩婷,0954807354,shenxiulan@example.com,567 卑南縣自強巷1段93號8樓
4418ed1b-e212-44bb-a326-8567b9fe7dc9,Suppliers/4418ed1b-e212-44bb-a326-8567b9fe7dc9,_g1-qab----,S00076,陳雅萍,09 4728986,dxu@example.net,647 台東大仁巷60號之0
1f2d25ab-a81b-4008-ba63-0042eb5f1612,Suppliers/1f2d25ab-a81b-4008-ba63-0042eb5f1612,_g1-qabG---,S00077,張飛,(03) 53152902,baiming@example.com,60949 蘆洲市中興巷606號之6
ef6e3ff0-6325-4f6b-962f-e854650c6a1d,Suppliers/ef6e3ff0-6325-4f6b-962f-e854650c6a1d,_g1-qabK---,S00078,林志豪,(08) 20595336,wuguiying@example.org,170 阿里山中山路74號6樓
db8e6d0c-f275-44bd-88c6-d6710dca2b88,Suppliers/db8e6d0c-f275-44bd-88c6-d6710dca2b88,_g1-qabO---,S00079,鐘雅惠,(09) 70836889,lei87@example.org,87320 竹田縣萬隆路18號8樓
51c10a82-197b-4bdc-a12e-eccb2b685079,Suppliers/51c10a82-197b-4bdc-a12e-eccb2b685079,_g1-qabW---,S00080,姜佩君,047 60919917,caijuan@example.org,408 樹林福德街4段1號9樓
06b3c7bf-3751-42d7-898a-4b290381cc27,Suppliers/06b3c7bf-3751-42d7-898a-4b290381cc27,_g1-qabe---,S00081,楊佩珊,07 4197298,yan28@example.net,808 光復縣小碧潭路3段782號8樓
b85bb614-d524-4344-9d81-2df399755247,Suppliers/b85bb614-d524-4344-9d81-2df399755247,_g1-qabi---,S00082,羅宇軒,02-3100181,hechao@example.org,52969 永和縣莒光巷5號之3
3782fb28-ec95-4733-af45-67eceb52c5b9,Suppliers/3782fb28-ec95-4733-af45-67eceb52c5b9,_g1-qabq---,S00083,邸冠宇,0975750178,sunchao@example.com,32490 八德市奇岩路21號之5
bf7b8ff6-95fc-4b6e-90c9-0ea9385e683b,Suppliers/bf7b8ff6-95fc-4b6e-90c9-0ea9385e683b,_g1-qabu---,S00084,伍詩涵,0979-387337,juanqiu@example.com,331 光復縣正義路39號6樓
676d8104-eb2e-4b4a-b202-ae7815d57bba,Suppliers/676d8104-eb2e-4b4a-b202-ae7815d57bba,_g1-qab2---,S00085,陳宗翰,0987-566951,li79@example.com,134 基隆市光華街8號8樓
81b56cad-0496-4dc7-a570-38e43897d299,Suppliers/81b56cad-0496-4dc7-a570-38e43897d299,_g1-qab6---,S00086,黃俊賢,02-8951183,yaolei@example.org,61131 新竹關渡街2號之1
0914071f-de2f-4dfb-9896-96be388831b4,Suppliers/0914071f-de2f-4dfb-9896-96be388831b4,_g1-qacC---,S00087,邱志宏,03-77334997,mingtang@example.org,125 新營市文化巷472號之0
863f4a54-3c67-4b1b-ad56-08cacdfc0179,Suppliers/863f4a54-3c67-4b1b-ad56-08cacdfc0179,_g1-qacG---,S00088,闕家瑋,028 88883563,na77@example.net,68207 大里縣公園巷5段5號之6
3cb3399b-9eee-458d-a1d5-d70b8db980ae,Suppliers/3cb3399b-9eee-458d-a1d5-d70b8db980ae,_g1-qacO---,S00089,郝俊宏,04-4084703,izheng@example.net,119 卑南育英巷8號4樓
1f63eca8-cd99-44a4-8a22-877952e69e63,Suppliers/1f63eca8-cd99-44a4-8a22-877952e69e63,_g1-qacS---,S00090,夏婉婷,03 5222960,minxiao@example.com,30624 草屯新生巷871號4樓
2378e899-6677-4803-ab4f-e0e0eb5e93ed,Suppliers/2378e899-6677-4803-ab4f-e0e0eb5e93ed,_g1-qaca---,S00091,周威廷,(05) 95622857,jun01@example.org,87213 楊梅縣劍潭街71號0樓
ebc042ed-3dcb-4abf-b3be-f801aca82fd0,Suppliers/ebc042ed-3dcb-4abf-b3be-f801aca82fd0,_g1-qace---,S00092,王沖,02-9994274,yangsong@example.com,62380 北竿劍南街3號1樓
bc83f1d8-6998-4676-b3ef-f26b58b77bf8,Suppliers/bc83f1d8-6998-4676-b3ef-f26b58b77bf8,_g1-qaci---,S00093,黃雅慧,0960-292802,icao@example.org,84207 新竹中山路256號之7
5b51a6ed-b1cd-4b44-8888-5e542ca402eb,Suppliers/5b51a6ed-b1cd-4b44-8888-5e542ca402eb,_g1-qacm---,S00094,任郁雯,08-68834683,ashen@example.net,386 三重市東湖路7號之1
6bd07ccf-75b5-4690-b1c0-23a57954a32e,Suppliers/6bd07ccf-75b5-4690-b1c0-23a57954a32e,_g1-qacu---,S00095,孫靜怡,0934735349,xiazou@example.net,20008 連江永安街2號6樓
0afd884f-e9ca-4758-8019-d2508f8e061d,Suppliers/0afd884f-e9ca-4758-8019-d2508f8e061d,_g1-qacy---,S00096,楊靜怡,0907-860740,yang55@example.com,97870 彰化縣新埔路62號之3
ffa628f0-717d-486e-a49c-f409f4bfc065,Suppliers/ffa628f0-717d-486e-a49c-f409f4bfc065,_g1-qac2---,S00097,曾雅文,095 93403797,zhengmin@example.org,44173 梅山縣大橋頭街2號之4
b370d185-0df1-4952-b5e7-f57ee9db2478,Suppliers/b370d185-0df1-4952-b5e7-f57ee9db2478,_g1-qad----,S00098,彭佳蓉,02 8560802,duanxiuying@example.org,349 永康市新生巷885號3樓
8732b67a-e9a0-43a9-ac86-010bfb0f142b,Suppliers/8732b67a-e9a0-43a9-ac86-010bfb0f142b,_g1-qadC---,S00099,孟佳樺,01 9546714,lei43@example.org,669 臺東縣自由巷734號9樓
44bed5b2-3e18-4d07-90c0-6d3933219bf6,Suppliers/44bed5b2-3e18-4d07-90c0-6d3933219bf6,_g1-qadG---,S00100,王佳玲,0940-920787,dengmin@example.net,49983 板橋市中山巷1段15號之3
8e0d6b73-a214-4200-9e59-445ff2dd4456,Suppliers/8e0d6b73-a214-4200-9e59-445ff2dd4456,_g1-qadO---,S00101,任雅惠,0968229596,wei61@example.com,335 北斗府中路7號之5
c29694ac-6b27-4164-b2f1-dc665043a91d,Suppliers/c29694ac-6b27-4164-b2f1-dc665043a91d,_g1-qadS---,S00102,施淑玲,0967148766,xiulan87@example.org,317 嘉義復興街875號之8
93a55422-35cb-40b9-a5fa-d999c09b1a3b,Suppliers/93a55422-35cb-40b9-a5fa-d999c09b1a3b,_g1-qadW---,S00103,趙嘉玲,01-8846962,guiying44@example.org,708 八德縣華興巷3號之8
bf247c01-3681-4a00-980c-31e9aa84eed9,Suppliers/bf247c01-3681-4a00-980c-31e9aa84eed9,_g1-qade---,S00104,冉家豪,(03) 19397965,junwan@example.net,42971 草屯市迴龍路1號之1
d6243506-78f0-4289-89fb-945e07ce7b0a,Suppliers/d6243506-78f0-4289-89fb-945e07ce7b0a,_g1-qadi---,S00105,董家豪,0951-540356,yonggong@example.com,952 褒忠大仁巷8號8樓
d5ea6d84-58ab-404c-8d28-d42deffb61ac,Suppliers/d5ea6d84-58ab-404c-8d28-d42deffb61ac,_g1-qadm---,S00106,楊馨儀,0926-942596,jie23@example.net,653 牡丹松山街7號5樓
9a3423ea-6734-4b8b-a249-a45d17432555,Suppliers/9a3423ea-6734-4b8b-a249-a45d17432555,_g1-qadu---,S00107,張雅婷,0939-437240,yanping@example.com,68967 金門迴龍路1號之4
b6d5dfce-0953-448a-aeb6-6731af7a9120,Suppliers/b6d5dfce-0953-448a-aeb6-6731af7a9120,_g1-qady---,S00108,唐佩珊,024 39132750,cmao@example.net,76415 太平市紅樹林路326號之1
3bf37dbc-5190-4fce-9a45-1a71fc32c616,Suppliers/3bf37dbc-5190-4fce-9a45-1a71fc32c616,_g1-qad2---,S00109,韓佳蓉,0959368537,zoumin@example.com,811 關山奇岩街7號0樓
57c39ce8-9d2a-4606-96b9-1a0770b51513,Suppliers/57c39ce8-9d2a-4606-96b9-1a0770b51513,_g1-qae----,S00110,張雅慧,010 39943392,tao48@example.org,59158 大里市育英路605號5樓
c94a3536-5959-4ce3-a4a8-eef9f1aa43a4,Suppliers/c94a3536-5959-4ce3-a4a8-eef9f1aa43a4,_g1-qaeC---,S00111,楊家瑜,083 39312992,yanjie@example.net,755 白沙縣自由巷60號5樓
d64a8ee5-dc85-4b76-8844-caaa48cad6df,Suppliers/d64a8ee5-dc85-4b76-8844-caaa48cad6df,_g1-qaeG---,S00112,黃淑慧,05-63478283,taoduan@example.com,82450 三重縣自強路367號之0
8b793634-32da-4765-98e3-43a42d20c9d2,Suppliers/8b793634-32da-4765-98e3-43a42d20c9d2,_g1-qaeK---,S00113,易雅芳,031 88551387,xiulan03@example.com,469 桃園德巷315號之4
7f5c2a27-7cf1-4114-823b-59d1562f0e97,Suppliers/7f5c2a27-7cf1-4114-823b-59d1562f0e97,_g1-qaeS---,S00114,張郁婷,07-2287533,luxiuying@example.org,234 彰化縣建國路617號9樓
826a2819-9013-471d-9433-a39b07cd3b60,Suppliers/826a2819-9013-471d-9433-a39b07cd3b60,_g1-qaei---,S00115,張佳慧,06 3201250,txiong@example.net,311 新營天母路238號之8
6bfb782a-73b4-4230-bc33-67ad4a530984,Suppliers/6bfb782a-73b4-4230-bc33-67ad4a530984,_g1-qaem---,S00116,蔣家瑋,0968-106559,tao04@example.net,94171 台南興街367號之4
501dd9dc-bf2f-4331-9292-aeb37d427f60,Suppliers/501dd9dc-bf2f-4331-9292-aeb37d427f60,_g1-qaeq---,S00117,吳婷婷,(01) 25767318,na84@example.com,74561 光復縣民族巷9號3樓
b9cdd7f1-a5fe-4bd6-b5d7-f12759b0acb0,Suppliers/b9cdd7f1-a5fe-4bd6-b5d7-f12759b0acb0,_g1-qaey---,S00118,余思穎,0914-350848,chao09@example.org,36117 光復縣勝利巷2段3號1樓
62b2eeb0-3f7e-4331-972c-8b70f7ae48a7,Suppliers/62b2eeb0-3f7e-4331-972c-8b70f7ae48a7,_g1-qae2---,S00119,鄒嘉玲,0914484786,weifang@example.net,58450 台東新興街73號之9
432ee1c3-0aac-4d29-bcae-65a51106ff9f,Suppliers/432ee1c3-0aac-4d29-bcae-65a51106ff9f,_g1-qae6---,S00120,王淑華,027 75294121,huangli@example.net,94520 卑南市中正巷314號8樓
99867d42-45fb-481a-9dc7-ba7a8491295d,Suppliers/99867d42-45fb-481a-9dc7-ba7a8491295d,_g1-qafC---,S00121,牛俊宏,0906178301,renchao@example.com,680 頭份民生街677號之1
53b9579e-5151-4990-a52a-b79f2ff76d17,Suppliers/53b9579e-5151-4990-a52a-b79f2ff76d17,_g1-qafG---,S00122,程宇軒,02-42550578,qianlei@example.com,572 金門市自立街3號8樓
9bb2b212-7db9-4d08-8604-2e0d383fe953,Suppliers/9bb2b212-7db9-4d08-8604-2e0d383fe953,_g1-qafK---,S00123,黃詩婷,0980314896,junren@example.com,791 平鎮市正義路90號7樓
3c92342a-d559-43f4-9427-376cfd0d3fc5,Suppliers/3c92342a-d559-43f4-9427-376cfd0d3fc5,_g1-qafS---,S00124,黨俊賢,0928-776474,nyan@example.com,87956 光復關渡街56號9樓
cb09cdcc-e98e-4a68-bba5-c180e540b30a,Suppliers/cb09cdcc-e98e-4a68-bba5-c180e540b30a,_g1-qafW---,S00125,魏婷婷,(06) 43204088,wei08@example.org,863 台北永寧街5段549號之2
