_key,_id,_rev,buyerID,name,phone,email,address
1f5656a7-f542-4b9a-bfe2-34ba1473294e,Buyers/1f5656a7-f542-4b9a-bfe2-34ba1473294e,_g1-qb02---,B00044,張俊宏,0980759383,jingxiong@example.org,44477 板橋市太平路3段183號之4
b938c82b-97c4-400c-a82c-fd6f52c54fa3,Buyers/b938c82b-97c4-400c-a82c-fd6f52c54fa3,_g1-qb06---,B00045,蕭雅婷,0954-080327,azhu@example.org,42216 草屯縣興街5號之8
44c884aa-cae9-4edc-a8e3-eb4507fa9780,Buyers/44c884aa-cae9-4edc-a8e3-eb4507fa9780,_g1-qb1C---,B00046,唐家銘,0900624300,yuanwei@example.org,86528 桃園縣新埔路84號之8
0e779f15-2b01-47e6-8e20-0cf8bd7e1e71,Buyers/0e779f15-2b01-47e6-8e20-0cf8bd7e1e71,_g1-qb1G---,B00047,楊鈺婷,01 2804084,fengjie@example.net,48131 雲林市大同路56號之2
582a1349-44de-4026-96cc-8232f59c15d7,Buyers/582a1349-44de-4026-96cc-8232f59c15d7,_g1-qb1K---,B00048,張思穎,0932-511064,yong01@example.net,658 台南平和路4號6樓
7cb610a8-777a-4095-911a-a966d83f2a99,Buyers/7cb610a8-777a-4095-911a-a966d83f2a99,_g1-qb1S---,B00049,岑雅芳,06-72539222,ycheng@example.net,72477 白沙市育英巷49號3樓
14f7faf0-ddf1-4d06-ac38-5e992974668a,Buyers/14f7faf0-ddf1-4d06-ac38-5e992974668a,_g1-qb1W---,B00050,宋淑華,0927-927140,sunxiulan@example.com,96305 員林市國凱八德巷5號7樓
558dfe3a-e716-49c7-8d55-ad1b364bf1c0,Buyers/558dfe3a-e716-49c7-8d55-ad1b364bf1c0,_g1-qb1e---,B00051,王俊宏,040 97949050,ganghou@example.net,184 頭份動物園街39號之6
20302f54-4e59-4786-9169-a31564a7b290,Buyers/20302f54-4e59-4786-9169-a31564a7b290,_g1-qb1i---,B00052,曾鈺婷,0948944418,guiying96@example.com,64747 阿里山市莒光路21號3樓
8763dec5-36c4-465d-bed8-7989744385c5,Buyers/8763dec5-36c4-465d-bed8-7989744385c5,_g1-qb1m---,B00053,楊怡如,04 8391814,fkang@example.org,587 苗栗縣勝利街87號5樓
32820050-f73a-4216-b59c-d4c58ed65dd4,Buyers/32820050-f73a-4216-b59c-d4c58ed65dd4,_g1-qb1u---,B00054,楊詩婷,0965-991262,lizhu@example.com,59968 關山正義街5號6樓
fac4b0e6-7e9c-4fed-a457-f959eb78c9bc,Buyers/fac4b0e6-7e9c-4fed-a457-f959eb78c9bc,_g1-qb1y---,B00055,麥家豪,0984025057,juan73@example.org,595 楊梅東湖巷11號7樓
01a084fd-d310-4bae-a855-7736ef17c140,Buyers/01a084fd-d310-4bae-a855-7736ef17c140,_g1-qb12---,B00056,段淑惠,00 4232997,leizhao@example.net,65656 新竹市中正街916號之6
86043757-686f-4139-b07c-d17c8eaf193a,Buyers/86043757-686f-4139-b07c-d17c8eaf193a,_g1-qb2----,B00057,陸信宏,05-1303098,vgong@example.com,937 平鎮博愛路1號之5
b2f3be14-56e7-44db-af8d-b5625aa78629,Buyers/b2f3be14-56e7-44db-af8d-b5625aa78629,_g1-qb2C---,B00058,杜靜怡,07-75887407,yongtao@example.net,613 大里縣大橋頭街849號之8
0907363e-4489-45d8-8e15-36a06708dc63,Buyers/0907363e-4489-45d8-8e15-36a06708dc63,_g1-qb2G---,B00059,張俊宏,0988869309,wei95@example.net,60094 太平市光復路351號7樓
a933e216-dd1a-4f4a-af39-b1782360d04f,Buyers/a933e216-dd1a-4f4a-af39-b1782360d04f,_g1-qb2K---,B00060,馮建宏,0901-358723,eliang@example.com,12752 彰化華興路9段74號4樓
e4b4aba0-a6dc-4c85-8464-7ab45011d67d,Buyers/e4b4aba0-a6dc-4c85-8464-7ab45011d67d,_g1-qb2S---,B00061,許佳蓉,018 84244325,zengyang@example.org,21444 新竹興路2段39號5樓
315460eb-72f7-40bf-a332-e88a79437b7d,Buyers/315460eb-72f7-40bf-a332-e88a79437b7d,_g1-qb2W---,B00062,田建宏,(09) 60975369,wshao@example.org,854 桃園縣關渡路7段10號之5
12206cee-070e-4162-a09b-246b8a19a099,Buyers/12206cee-070e-4162-a09b-246b8a19a099,_g1-qb2e---,B00063,朱家銘,08-21984821,liduan@example.net,80439 澎湖縣中興路5號之6
651aa580-d758-43a5-8fe7-c140d312b87c,Buyers/651aa580-d758-43a5-8fe7-c140d312b87c,_g1-qb2i---,B00064,程美玲,(08) 18326017,yuping@example.org,99889 南投昆陽路2段7號8樓
02612283-dac4-4ff8-961f-94ac7223d942,Buyers/02612283-dac4-4ff8-961f-94ac7223d942,_g1-qb2q---,B00065,楊佳穎,07 2705502,wei56@example.org,834 樹林市景美巷8號之7
7b8e474b-112e-4d43-9bb6-6cca6cb21976,Buyers/7b8e474b-112e-4d43-9bb6-6cca6cb21976,_g1-qb2u---,B00066,常冠廷,0923722007,junxue@example.net,660 太平縣新生街3段65號2樓
09dc0be7-6bed-4dad-a81d-cb9ba9508654,Buyers/09dc0be7-6bed-4dad-a81d-cb9ba9508654,_g1-qb22---,B00067,文冠霖,00-1426465,qtan@example.net,889 汐止博愛街504號之3
bcdcb912-5a47-4781-b806-a186d3bdc1c0,Buyers/bcdcb912-5a47-4781-b806-a186d3bdc1c0,_g1-qb3----,B00068,陳思穎,0996240923,along@example.org,408 白沙縣景美路67號之4
a207e426-3f2b-44a9-9a5c-10f0cd9aebe8,Buyers/a207e426-3f2b-44a9-9a5c-10f0cd9aebe8,_g1-qb3G---,B00069,馬佳慧,0947-612250,jing25@example.com,676 雲林中正路6號3樓
33919a41-e93c-4677-b6bf-6b76afb4685f,Buyers/33919a41-e93c-4677-b6bf-6b76afb4685f,_g1-qb3K---,B00070,張羽,0988929717,yan87@example.com,46879 板橋市忠孝街265號之6
dbf12a09-af1c-4c6a-8d43-017969a9dd28,Buyers/dbf12a09-af1c-4c6a-8d43-017969a9dd28,_g1-qb3O---,B00071,羅靜宜,08-6805651,guiying63@example.net,75080 台東市信義路8號4樓
83133ba0-439b-48c5-a711-06d832c54673,Buyers/83133ba0-439b-48c5-a711-06d832c54673,_g1-qb3e---,B00072,蔣家豪,08-8230264,fanglei@example.net,37087 新北縣象山巷2號3樓
47ec609e-e3f9-438b-9217-ceab77e3aa5e,Buyers/47ec609e-e3f9-438b-9217-ceab77e3aa5e,_g1-qb3i---,B00073,劉淑惠,01 4992483,xiulan05@example.net,46100 台東忠義街847號之0
8bf81d51-3b22-4fa6-ac8a-67b62a1066fa,Buyers/8bf81d51-3b22-4fa6-ac8a-67b62a1066fa,_g1-qb3q---,B00074,張美玲,0972589209,gang81@example.org,11508 雲林中正街6段6號之0
a4b4a75c-c6eb-4f5f-8a02-d352cad17af8,Buyers/a4b4a75c-c6eb-4f5f-8a02-d352cad17af8,_g1-qb3u---,B00075,鄭柏翰,0949-056920,wei74@example.com,599 臺中縣新生巷24號6樓
f32fb8aa-ac69-486a-aee2-9908c4511a3c,Buyers/f32fb8aa-ac69-486a-aee2-9908c4511a3c,_g1-qb3y---,B00076,李筱涵,06 9783838,jun97@example.org,90651 永康縣民權路4段2號之6
4031d582-c7ec-43d4-8168-908a8364e929,Buyers/4031d582-c7ec-43d4-8168-908a8364e929,_g1-qb36---,B00077,牛思穎,010 28272214,pingkong@example.net,680 員林縣福安街633號之3
bda251ad-8356-4714-b886-414a37dc6b89,Buyers/bda251ad-8356-4714-b886-414a37dc6b89,_g1-qb4----,B00078,張哲瑋,(04) 68744835,songfang@example.org,99292 中壢新生街90號之9
4088253c-2e35-4e6e-8a21-12fb2e27b3dc,Buyers/4088253c-2e35-4e6e-8a21-12fb2e27b3dc,_g1-qb4G---,B00079,王雅筑,07-48287885,xcheng@example.net,733 大里中山巷414號之5
3fa9bd00-865e-41e1-a520-1208013f26d2,Buyers/3fa9bd00-865e-41e1-a520-1208013f26d2,_g1-qb4K---,B00080,李淑玲,(02) 13663187,byao@example.net,31859 汐止市正義街340號5樓
102907c3-2f2d-47a1-b3ee-0d5d764e3e93,Buyers/102907c3-2f2d-47a1-b3ee-0d5d764e3e93,_g1-qb4O---,B00081,洪靜宜,(09) 87992843,dujun@example.com,558 臺東縣興街1號8樓
46536d6b-0c5e-4af0-9cb4-74d6b17e775f,Buyers/46536d6b-0c5e-4af0-9cb4-74d6b17e775f,_g1-qb4W---,B00082,伍傑克,(03) 27266603,guiying31@example.net,958 光復縣和平巷189號1樓
2e667d5e-0bbd-4228-8d57-923d85fe49d5,Buyers/2e667d5e-0bbd-4228-8d57-923d85fe49d5,_g1-qb4e---,B00083,李柏翰,(01) 32506404,qianglai@example.org,408 阿里山市四維路7號4樓
1843b82b-fd30-44ff-afdb-5d43de31eae3,Buyers/1843b82b-fd30-44ff-afdb-5d43de31eae3,_g1-qb4i---,B00084,孫欣怡,0947-238133,lishen@example.net,23807 桃園市奇岩街90號2樓
12fc082b-b527-4bd4-a0f1-d6a6b01a7d42,Buyers/12fc082b-b527-4bd4-a0f1-d6a6b01a7d42,_g1-qb4q---,B00085,楊家瑋,0902365192,liwen@example.org,90345 北竿縣大同路9段65號4樓
383441c0-4a04-47ea-932f-f05c49696e4d,Buyers/383441c0-4a04-47ea-932f-f05c49696e4d,_g1-qb4u---,B00086,張雅筑,03 4353539,xiuying95@example.net,662 北港市育英路764號0樓
2f0bb6db-a1b7-4210-8ab6-b6a8954fe2df,Buyers/2f0bb6db-a1b7-4210-8ab6-b6a8954fe2df,_g1-qb42---,B00087,黃怡伶,(02) 33642341,xiaping@example.com,37817 屏東縣大同街309號之5
f38af185-d41e-41f0-b769-37065c25f3cd,Buyers/f38af185-d41e-41f0-b769-37065c25f3cd,_g1-qb46---,B00088,高美玲,00 9890989,yongyang@example.net,85379 台東市莒光街40號6樓
e0a4a8e6-eb6f-4686-a0c3-f7dcd6074638,Buyers/e0a4a8e6-eb6f-4686-a0c3-f7dcd6074638,_g1-qb5C---,B00089,李雅玲,0928817252,hlu@example.org,65527 永康市自強巷42號之6
e18bd29a-d415-443e-9314-749751dbaa01,Buyers/e18bd29a-d415-443e-9314-749751dbaa01,_g1-qb5G---,B00090,席惠婷,0990-947356,juandu@example.org,72533 員林縣民生路5號之6
1cf14111-881d-43c9-8680-43c40ccb6744,Buyers/1cf14111-881d-43c9-8680-43c40ccb6744,_g1-qb5K---,B00091,馬家瑋,0929-372970,zhengchao@example.net,327 中和興巷7號之5
ce5113f2-8a88-4b86-8938-bd6689b85bf0,Buyers/ce5113f2-8a88-4b86-8938-bd6689b85bf0,_g1-qb5S---,B00092,黃俊賢,03-6261165,yancui@example.net,79762 台北民享街82號之1
519ba257-7a31-4742-a3ea-bd83b99fbd90,Buyers/519ba257-7a31-4742-a3ea-bd83b99fbd90,_g1-qb5W---,B00093,張心怡,04-2496883,qiangye@example.com,42834 平鎮市東興街4號之9
df911489-9648-4cb9-a96c-862abb3f84de,Buyers/df911489-9648-4cb9-a96c-862abb3f84de,_g1-qb5e---,B00094,謝雅婷,02-6761636,sding@example.net,36936 臺東興街3段2號7樓
1c6809a9-9ac4-4c41-ae67-46e7bfb9e15b,Buyers/1c6809a9-9ac4-4c41-ae67-46e7bfb9e15b,_g1-qb5i---,B00095,龍淑貞,02-45685303,akong@example.com,679 樹林市民享巷903號9樓
72c73dca-b0e6-47be-9533-991743136b9d,Buyers/72c73dca-b0e6-47be-9533-991743136b9d,_g1-qb5m---,B00096,曾佳樺,0956838091,zhonggang@example.com,37392 中壢市府中巷571號之6
82fcf927-f098-4898-9378-8fbaf5557d66,Buyers/82fcf927-f098-4898-9378-8fbaf5557d66,_g1-qb5u---,B00097,趙雅涵,039 31980438,jing26@example.net,49270 嘉義景美巷24號之9
fbc52ba6-9329-45a1-a9a5-e5dd3dbab2be,Buyers/fbc52ba6-9329-45a1-a9a5-e5dd3dbab2be,_g1-qb5y---,B00098,朱美琪,07-7249476,jingkang@example.com,521 草屯淡水巷2段4號之3
8e9546ea-dd3a-461e-8446-47a0a268e5d3,Buyers/8e9546ea-dd3a-461e-8446-47a0a268e5d3,_g1-qb52---,B00099,崔郁雯,(07) 42657686,kangjuan@example.com,92628 白沙奇岩路955號7樓
d2a0806b-315c-4c39-b08b-c416379c81b8,Buyers/d2a0806b-315c-4c39-b08b-c416379c81b8,_g1-qb6----,B00100,王淑慧,0952-609232,liuna@example.net,82558 嘉義市土城路52號之0
cfc46cf2-bb89-43d2-95cc-e67a285736fe,Buyers/cfc46cf2-bb89-43d2-95cc-e67a285736fe,_g1-qb6C---,B00101,姜中山,02 1084631,xia44@example.org,93795 台北縣天母路876號7樓
3f691b94-31f9-4acd-8e7b-a44b3b5dd504,Buyers/3f691b94-31f9-4acd-8e7b-a44b3b5dd504,_g1-qb6G---,B00102,馮依婷,09-28890010,min70@example.org,352 台中中央街47號3樓
1ddb9be6-f9b2-456d-b9aa-86c0466b134b,Buyers/1ddb9be6-f9b2-456d-b9aa-86c0466b134b,_g1-qb6O---,B00103,張志豪,047 29742096,fang27@example.net,412 橫山東湖街6號7樓
962b80bb-8ad6-4753-8436-ff14e16e0334,Buyers/962b80bb-8ad6-4753-8436-ff14e16e0334,_g1-qb6S---,B00104,劉沖,0938-723528,eliang@example.net,77919 彰化南街7號之3
e284ac7f-f49b-405c-b481-43823929cc82,Buyers/e284ac7f-f49b-405c-b481-43823929cc82,_g1-qb6W---,B00105,黃家瑋,07-1803514,xiulanxiong@example.org,926 朴子永和路5號之3
dce2b048-f43d-4d56-99a3-cc2c076bc716,Buyers/dce2b048-f43d-4d56-99a3-cc2c076bc716,_g1-qb6e---,B00106,黃婉婷,0988-550198,qiufang@example.com,40294 太保縣新埔街1段8號之4
9daa77c5-598f-48c7-8971-fdc7d45d9ea8,Buyers/9daa77c5-598f-48c7-8971-fdc7d45d9ea8,_g1-qb6i---,B00107,廖淑玲,01-46281370,heyong@example.net,492 新竹文山街50號之7
a1fe5f4b-231c-4968-8ec4-21a134dc5ff9,Buyers/a1fe5f4b-231c-4968-8ec4-21a134dc5ff9,_g1-qb6q---,B00108,翁惠如,06-86687656,nsun@example.net,88005 苗栗文昌路4號之6
6c985f16-b1f3-4771-933e-7a7862ecf340,Buyers/6c985f16-b1f3-4771-933e-7a7862ecf340,_g1-qb6u---,B00109,許宜君,06-17606747,zengyan@example.net,23910 樹林光復街34號0樓
220f99a2-2956-474c-901d-eae68b452498,Buyers/220f99a2-2956-474c-901d-eae68b452498,_g1-qb62---,B00110,曹佳玲,07-99787544,yongli@example.org,47765 彰化縣民族路40號之1
cd7aae1d-9a4b-4150-80cc-8e2fa51cda85,Buyers/cd7aae1d-9a4b-4150-80cc-8e2fa51cda85,_g1-qb66---,B00111,孫宜君,(02) 77642791,wei34@example.com,854 金門市文化街3段130號之4
fc389d58-adb2-4d4f-8642-089c23d75ccf,Buyers/fc389d58-adb2-4d4f-8642-089c23d75ccf,_g1-qb7----,B00112,蘇宇軒,087 75696528,fanyang@example.org,375 臺中市光明巷5號6樓
e66151da-c3b7-492d-ac1e-bbb7525683db,Buyers/e66151da-c3b7-492d-ac1e-bbb7525683db,_g1-qb7C---,B00113,蔣雅慧,08-3731894,jinwei@example.net,302 斗六縣淡水路90號0樓
a44a635e-7bef-45ae-858a-adb314e56405,Buyers/a44a635e-7bef-45ae-858a-adb314e56405,_g1-qb7G---,B00114,楊雅萍,(09) 87020720,chao66@example.net,973 中壢縣昆陽路900號之2
e2d88ba9-2e17-41e4-8b76-4e8ac31db8bb,Buyers/e2d88ba9-2e17-41e4-8b76-4e8ac31db8bb,_g1-qb7K---,B00115,高靜怡,04-21757340,gang07@example.com,438 宜蘭永寧街74號0樓
b1679686-06b2-4242-9124-3a2b9763fb2e,Buyers/b1679686-06b2-4242-9124-3a2b9763fb2e,_g1-qb7S---,B00116,王佩珊,051 89273262,xiulanzou@example.net,22563 板橋縣勝利路79號之2
ba297325-0c7a-445b-9830-bb302c82c798,Buyers/ba297325-0c7a-445b-9830-bb302c82c798,_g1-qb7W---,B00117,張宗翰,0938-835905,jing55@example.org,511 斗六市信義街820號之6
43d5ef2f-e253-4bca-aad2-6e0ca1fcb846,Buyers/43d5ef2f-e253-4bca-aad2-6e0ca1fcb846,_g1-qb7a---,B00118,雷惠婷,032 64303611,juan12@example.com,55544 板橋縣大安街153號之1
7127482f-6e73-4bdf-95f5-223c37133a88,Buyers/7127482f-6e73-4bdf-95f5-223c37133a88,_g1-qb7e---,B00119,楊雅文,06-9468732,yongli@example.com,54360 馬公縣芝山巷86號0樓
dc61ce30-b690-4efe-8cd8-02284920ce79,Buyers/dc61ce30-b690-4efe-8cd8-02284920ce79,_g1-qb7i---,B00120,陳雅雯,06-4875573,zmeng@example.org,52053 台東市太平街7號0樓
25479ca2-20a4-4737-9a7a-053a7966b8df,Buyers/25479ca2-20a4-4737-9a7a-053a7966b8df,_g1-qb7q---,B00121,李雅涵,04-73895921,fanglei@example.com,54974 梅山縣士林街568號之7
32b65092-5122-49c4-8e46-daccd7728fd3,Buyers/32b65092-5122-49c4-8e46-daccd7728fd3,_g1-qb7u---,B00122,項淑芬,08-37586410,zhangxiulan@example.com,98574 嘉義成功巷98號之5
d24fbb0c-9b3b-4773-8f57-4414363cfb7d,Buyers/d24fbb0c-9b3b-4773-8f57-4414363cfb7d,_g1-qb72---,B00123,林怡安,0984-583312,xiaguiying@example.org,22366 金門縣關渡街286號2樓
d8b7b4a1-2c4d-435b-8630-bdcb2c8bea74,Buyers/d8b7b4a1-2c4d-435b-8630-bdcb2c8bea74,_g1-qb76---,B00124,王郁婷,0988547876,jiejia@example.org,440 太保縣民權路98號之4
9202ad9e-9cdf-4f4d-97eb-58fba9687236,Buyers/9202ad9e-9cdf-4f4d-97eb-58fba9687236,_g1-qb8----,B00125,曾志豪,0950-339997,xpan@example.org,356 白沙景美路14號7樓
b26fdf9e-eb10-43e9-bab9-08d1716e0922,Buyers/b26fdf9e-eb10-43e9-bab9-08d1716e0922,_g1-qb8C---,B00126,傅婷婷,02-90789633,yaoguiying@example.net,603 馬公縣和平街516號之0
